"repeats"	"read_count"	"num_annotations"	"num_bases"	"perc_reads"	"RPM"	"conRPM"	"ncountsRPM"	"nconRPM"
"419"	"1.688.seq419.count:1"	0.83	1	352	0	0.01	0.06	0.01	0.166666666666667
"421"	"1.688.seq421.count:1"	1.41	1	362	0	0.01	0.18	0.01	0.0555555555555556
"429"	"1.688.seq429.count:1"	1.5	1	328	0	0.01	0.56	0.01	0.0178571428571429
"437"	"1.688.seq437.count:1"	1.22	1	299	0	0.01	0.12	0.01	0.0833333333333333
"445"	"1.688.seq445.count:1"	0.89	1	338	0	0.01	0.15	0.01	0.0666666666666667
"453"	"1.688.seq453.count:1"	1.13	1	353	0	0.01	0.16	0.01	0.0625
"454"	"1.688.seq454.count:1"	1.55	1	359	0	0.01	0.04	0.01	0.25
"465"	"1.688.seq465.count:1"	1.38	1	321	0	0.01	0.14	0.01	0.0714285714285714
"466"	"1.688.seq466.count:1"	0.92	1	332	0	0.01	0.15	0.01	0.0666666666666667
"467"	"1.688.seq467.count:1"	1	1	359	0	0.01	0.14	0.01	0.0714285714285714
"480"	"1.688.seq480.count:1"	0.78	1	359	0	0.01	0.12	0.01	0.0833333333333333
"514"	"1.688.seq514.count:1"	1.08	1	350	0	0.01	0.15	0.01	0.0666666666666667
"515"	"1.688.seq515.count:1"	1.16	1	346	0	0.01	0.13	0.01	0.0769230769230769
"520"	"1.688.seq520.count:1"	0.59	1	354	0	0.01	0.15	0.01	0.0666666666666667
"542"	"1.688.seq542.count:1"	1.14	1	351	0	0.01	0.18	0.01	0.0555555555555556
"551"	"1.688.seq551.count:1"	1.48	1	311	0	0.01	0.16	0.01	0.0625
"564"	"1.688.seq564.count:1"	1	1	314	0	0.01	0.11	0.01	0.0909090909090909
"568"	"1.688.seq568.count:1"	1.49	1	355	0	0.01	0.16	0.01	0.0625
"587"	"1.688.seq587.count:1"	1	1	364	0	0.01	0.15	0.01	0.0666666666666667
"588"	"1.688.seq588.count:1"	0.93	1	359	0	0.01	0.13	0.01	0.0769230769230769
"594"	"1.688.seq594.count:1"	0.61	1	363	0	0.01	0.04	0.01	0.25
"610"	"1.688.seq610.count:1"	1.34	1	359	0	0.01	0.18	0.01	0.0555555555555556
"619"	"1.688.seq619.count:1"	1.12	1	328	0	0.01	0.09	0.01	0.111111111111111
"635"	"1.688.seq635.count:1"	1.5	1	358	0	0.01	0.13	0.01	0.0769230769230769
"670"	"1.688.seq670.count:1"	0.61	1	300	0	0.01	0.44	0.01	0.0227272727272727
"671"	"1.688.seq671.count:1"	1.36	1	359	0	0.01	0.16	0.01	0.0625
"696"	"1.688.seq696.count:1"	1.11	1	360	0	0.01	0.18	0.01	0.0555555555555556
"717"	"1.688.seq717.count:1"	0.67	1	360	0	0.01	0.34	0.01	0.0294117647058824
"734"	"1.688.seq734.count:1"	0.97	1	354	0	0.01	0.17	0.01	0.0588235294117647
"735"	"1.688.seq735.count:1"	0.89	1	335	0	0.01	0.12	0.01	0.0833333333333333
"736"	"1.688.seq736.count:1"	0.64	1	353	0	0.01	0.17	0.01	0.0588235294117647
"742"	"1.688.seq742.count:1"	0.91	1	337	0	0.01	0.15	0.01	0.0666666666666667
"745"	"1.688.seq745.count:1"	1	1	341	0	0.01	0.15	0.01	0.0666666666666667
"748"	"1.688.seq748.count:1"	1.49	1	352	0	0.01	0.16	0.01	0.0625
"753"	"1.688.seq753.count:1"	1.02	1	358	0	0.01	0.65	0.01	0.0153846153846154
"760"	"1.688.seq760.count:1"	1.07	1	350	0	0.01	0.43	0.01	0.0232558139534884
"769"	"1.688.seq769.count:1"	0.93	1	331	0	0.01	0.13	0.01	0.0769230769230769
"797"	"1.688.seq797.count:1"	1.39	1	350	0	0.01	0.42	0.01	0.0238095238095238
"799"	"1.688.seq799.count:1"	1	1	353	0	0.01	0.13	0.01	0.0769230769230769
"805"	"1.688.seq805.count:1"	1.35	1	364	0	0.01	0.07	0.01	0.142857142857143
"821"	"1.688.seq821.count:1"	1.31	1	347	0	0.01	0.04	0.01	0.25
"830"	"1.688.seq830.count:1"	0.96	1	359	0	0.01	0.13	0.01	0.0769230769230769
"832"	"1.688.seq832.count:1"	1	1	346	0	0.01	0.12	0.01	0.0833333333333333
"841"	"1.688.seq841.count:1"	1.41	1	353	0	0.01	0.16	0.01	0.0625
"848"	"1.688.seq848.count:1"	1	1	359	0	0.01	0.16	0.01	0.0625
"852"	"1.688.seq852.count:1"	0.53	1	339	0	0.01	0.11	0.01	0.0909090909090909
"854"	"1.688.seq854.count:1"	0.79	1	336	0	0.01	0.14	0.01	0.0714285714285714
"865"	"1.688.seq865.count:1"	0.87	1	334	0	0.01	0.15	0.01	0.0666666666666667
"880"	"1.688.seq880.count:1"	0.81	1	344	0	0.01	0.05	0.01	0.2
"887"	"1.688.seq887.count:1"	0.73	1	360	0	0.01	0.15	0.01	0.0666666666666667
"915"	"1.688.seq915.count:1"	1.08	1	358	0	0.01	0.17	0.01	0.0588235294117647
"916"	"1.688.seq916.count:1"	1.44	1	338	0	0.01	0.14	0.01	0.0714285714285714
"917"	"1.688.seq917.count:1"	0.85	1	314	0	0.01	0.15	0.01	0.0666666666666667
"918"	"1.688.seq918.count:1"	1.45	1	359	0	0.01	0.13	0.01	0.0769230769230769
"935"	"1.688.seq935.count:1"	1.05	1	304	0	0.01	0.17	0.01	0.0588235294117647
"937"	"1.688.seq937.count:1"	0.59	1	335	0	0.01	0.18	0.01	0.0555555555555556
"946"	"1.688.seq946.count:1"	0.7	1	363	0	0.01	0.64	0.01	0.015625
"996"	"1.688.seq996.count:1"	1.53	1	309	0	0.01	0.11	0.01	0.0909090909090909
"1003"	"1.688.seq1003.count:1"	1.13	1	359	0	0.01	0.12	0.01	0.0833333333333333
"1006"	"1.688.seq1006.count:1"	0.76	1	326	0	0.01	0.14	0.01	0.0714285714285714
"1017"	"1.688.seq1017.count:1"	0.61	1	345	0	0.01	0.12	0.01	0.0833333333333333
"1029"	"1.688.seq1029.count:1"	1	1	358	0	0.01	0.13	0.01	0.0769230769230769
"1066"	"1.688.seq1066.count:1"	1.29	1	353	0	0.01	0.1	0.01	0.1
"1083"	"1.688.seq1083.count:1"	0.62	1	358	0	0.01	0.13	0.01	0.0769230769230769
"1095"	"1.688.seq1095.count:1"	0.7	1	361	0	0.01	0.63	0.01	0.0158730158730159
"1099"	"1.688.seq1099.count:1"	0.69	1	358	0	0.01	0.15	0.01	0.0666666666666667
"1136"	"1.688.seq1136.count:1"	1	1	299	0	0.01	0.1	0.01	0.1
"1138"	"1.688.seq1138.count:1"	1.48	1	346	0	0.01	0.14	0.01	0.0714285714285714
"1140"	"1.688.seq1140.count:1"	0.87	1	349	0	0.01	0.13	0.01	0.0769230769230769
"1150"	"1.688.seq1150.count:1"	0.82	1	359	0	0.01	0.15	0.01	0.0666666666666667
"1184"	"1.688.seq1184.count:1"	1.02	1	365	0	0.01	0.08	0.01	0.125
"1201"	"1.688.seq1201.count:1"	0.83	1	345	0	0.01	0.13	0.01	0.0769230769230769
"1209"	"1.688.seq1209.count:1"	0.92	1	309	0	0.01	0.13	0.01	0.0769230769230769
"1225"	"1.688.seq1225.count:1"	1.2	1	360	0	0.01	0.15	0.01	0.0666666666666667
"1265"	"1.688.seq1265.count:1"	1	1	359	0	0.01	0.18	0.01	0.0555555555555556
"1285"	"1.688.seq1285.count:1"	1	1	349	0	0.01	0.14	0.01	0.0714285714285714
"1310"	"1.688.seq1310.count:1"	1.47	1	346	0	0.01	0.17	0.01	0.0588235294117647
"1314"	"1.688.seq1314.count:1"	0.91	1	335	0	0.01	0.14	0.01	0.0714285714285714
"1347"	"1.688.seq1347.count:1"	1.1	1	342	0	0.01	0.14	0.01	0.0714285714285714
"1373"	"1.688.seq1373.count:1"	0.69	1	348	0	0.01	0.17	0.01	0.0588235294117647
"1377"	"1.688.seq1377.count:1"	0.56	1	338	0	0.01	0.15	0.01	0.0666666666666667
"1394"	"1.688.seq1394.count:1"	1	1	364	0	0.01	0.13	0.01	0.0769230769230769
"1401"	"1.688.seq1401.count:1"	0.89	1	321	0	0.01	0.13	0.01	0.0769230769230769
"1416"	"1.688.seq1416.count:1"	1.22	1	346	0	0.01	0.16	0.01	0.0625
"81"	"1.688.seq81.count:2"	0	2	692	0	0	0.91	0	0
"121"	"1.688.seq121.count:2"	0	2	692	0	0	0.57	0	0
"146"	"1.688.seq146.count:2"	0	2	692	0	0	1.16	0	0
"190"	"1.688.seq190.count:1"	0	1	349	0	0	0.04	0	0
"192"	"1.688.seq192.count:1"	0	1	355	0	0	0.16	0	0
"198"	"1.688.seq198.count:1"	0.38	1	358	0	0	0.14	0	0
"201"	"1.688.seq201.count:1"	0	1	355	0	0	0.37	0	0
"202"	"1.688.seq202.count:1"	0	1	362	0	0	0.08	0	0
"203"	"1.688.seq203.count:1"	0	1	363	0	0	0.15	0	0
"214"	"1.688.seq214.count:1"	0	1	364	0	0	0.02	0	0
"224"	"1.688.seq224.count:1"	0	1	345	0	0	0	0	NA
"232"	"1.688.seq232.count:1"	0	1	361	0	0	0.01	0	0
"235"	"1.688.seq235.count:1"	0	1	329	0	0	0.12	0	0
"236"	"1.688.seq236.count:1"	0	1	353	0	0	0.37	0	0
"252"	"1.688.seq252.count:1"	0	1	351	0	0	0.17	0	0
"253"	"1.688.seq253.count:1"	0.2	1	359	0	0	0.17	0	0
"254"	"1.688.seq254.count:1"	0	1	346	0	0	0.51	0	0
"255"	"1.688.seq255.count:1"	0	1	358	0	0	0.16	0	0
"258"	"1.688.seq258.count:1"	0	1	357	0	0	0.01	0	0
"269"	"1.688.seq269.count:1"	0	1	302	0	0	0.15	0	0
"273"	"1.688.seq273.count:1"	0	1	354	0	0	0.1	0	0
"291"	"1.688.seq291.count:1"	0.31	1	359	0	0	0.15	0	0
"292"	"1.688.seq292.count:1"	0	1	363	0	0	0	0	NA
"304"	"1.688.seq304.count:1"	0	1	344	0	0	0.12	0	0
"308"	"1.688.seq308.count:1"	0	1	356	0	0	0	0	NA
"309"	"1.688.seq309.count:1"	0	1	358	0	0	0.15	0	0
"313"	"1.688.seq313.count:1"	0	1	361	0	0	0	0	NA
"317"	"1.688.seq317.count:1"	0	1	355	0	0	0.17	0	0
"321"	"1.688.seq321.count:1"	0.46	1	257	0	0	0.75	0	0
"323"	"1.688.seq323.count:1"	0	1	344	0	0	0.49	0	0
"327"	"1.688.seq327.count:1"	0	1	359	0	0	0.17	0	0
"333"	"1.688.seq333.count:1"	0	1	328	0	0	0.13	0	0
"334"	"1.688.seq334.count:1"	0	1	319	0	0	0.12	0	0
"338"	"1.688.seq338.count:1"	0	1	347	0	0	0.3	0	0
"349"	"1.688.seq349.count:1"	0.34	1	304	0	0	0.15	0	0
"354"	"1.688.seq354.count:1"	0.27	1	312	0	0	0.14	0	0
"359"	"1.688.seq359.count:1"	0.18	1	349	0	0	0.11	0	0
"363"	"1.688.seq363.count:1"	0	1	335	0	0	0.15	0	0
"364"	"1.688.seq364.count:1"	0	1	350	0	0	0.03	0	0
"370"	"1.688.seq370.count:1"	0	1	359	0	0	0.07	0	0
"372"	"1.688.seq372.count:1"	0	1	357	0	0	0.19	0	0
"387"	"1.688.seq387.count:1"	0	1	352	0	0	0.32	0	0
"398"	"1.688.seq398.count:1"	0	1	349	0	0	0.55	0	0
"403"	"1.688.seq403.count:1"	0	1	361	0	0	0	0	NA
"407"	"1.688.seq407.count:1"	0.05	1	362	0	0	0.5	0	0
"412"	"1.688.seq412.count:1"	0	1	344	0	0	0.15	0	0
"413"	"1.688.seq413.count:1"	0.34	1	312	0	0	0.02	0	0
"415"	"1.688.seq415.count:1"	0	1	354	0	0	0.23	0	0
"424"	"1.688.seq424.count:1"	0	1	350	0	0	0.06	0	0
"427"	"1.688.seq427.count:1"	0	1	352	0	0	0.14	0	0
"430"	"1.688.seq430.count:1"	0	1	329	0	0	0.17	0	0
"434"	"1.688.seq434.count:1"	0	1	361	0	0	0	0	NA
"442"	"1.688.seq442.count:1"	0	1	355	0	0	0.04	0	0
"443"	"1.688.seq443.count:1"	0	1	303	0	0	0.15	0	0
"444"	"1.688.seq444.count:1"	0.04	1	302	0	0	0.12	0	0
"447"	"1.688.seq447.count:1"	0	1	363	0	0	0.01	0	0
"448"	"1.688.seq448.count:1"	0.08	1	359	0	0	0.27	0	0
"449"	"1.688.seq449.count:1"	0	1	345	0	0	0.01	0	0
"455"	"1.688.seq455.count:1"	0	1	360	0	0	0.09	0	0
"456"	"1.688.seq456.count:1"	0	1	354	0	0	0.6	0	0
"458"	"1.688.seq458.count:1"	0	1	352	0	0	0.04	0	0
"461"	"1.688.seq461.count:1"	0	1	325	0	0	0.14	0	0
"477"	"1.688.seq477.count:1"	0	1	350	0	0	0	0	NA
"486"	"1.688.seq486.count:1"	0	1	347	0	0	1.37	0	0
"487"	"1.688.seq487.count:1"	0	1	361	0	0	0	0	NA
"491"	"1.688.seq491.count:1"	0	1	359	0	0	0.18	0	0
"504"	"1.688.seq504.count:1"	0	1	357	0	0	0.02	0	0
"516"	"1.688.seq516.count:1"	0	1	346	0	0	0.16	0	0
"524"	"1.688.seq524.count:1"	0.11	1	343	0	0	0.01	0	0
"529"	"1.688.seq529.count:1"	0	1	354	0	0	0.05	0	0
"535"	"1.688.seq535.count:1"	0	1	365	0	0	0.01	0	0
"536"	"1.688.seq536.count:1"	0.05	1	353	0	0	0.14	0	0
"543"	"1.688.seq543.count:1"	0.4	1	349	0	0	0.18	0	0
"553"	"1.688.seq553.count:1"	0	1	351	0	0	0.38	0	0
"562"	"1.688.seq562.count:1"	0	1	354	0	0	0.04	0	0
"571"	"1.688.seq571.count:1"	0.15	1	311	0	0	0.14	0	0
"576"	"1.688.seq576.count:1"	0.03	1	358	0	0	0.14	0	0
"581"	"1.688.seq581.count:1"	0	1	364	0	0	0.05	0	0
"584"	"1.688.seq584.count:1"	0	1	356	0	0	0.12	0	0
"586"	"1.688.seq586.count:1"	0.2	1	346	0	0	0.16	0	0
"591"	"1.688.seq591.count:1"	0	1	358	0	0	0.92	0	0
"593"	"1.688.seq593.count:1"	0	1	360	0	0	0	0	NA
"602"	"1.688.seq602.count:1"	0	1	338	0	0	0.13	0	0
"609"	"1.688.seq609.count:1"	0	1	354	0	0	0.62	0	0
"617"	"1.688.seq617.count:1"	0	1	362	0	0	0.01	0	0
"625"	"1.688.seq625.count:1"	0	1	362	0	0	0.06	0	0
"637"	"1.688.seq637.count:1"	0	1	334	0	0	0.14	0	0
"644"	"1.688.seq644.count:1"	0	1	360	0	0	0.04	0	0
"650"	"1.688.seq650.count:1"	0	1	367	0	0	0	0	NA
"656"	"1.688.seq656.count:1"	0	1	363	0	0	0.01	0	0
"661"	"1.688.seq661.count:1"	0	1	354	0	0	0.15	0	0
"663"	"1.688.seq663.count:1"	0	1	351	0	0	0.13	0	0
"664"	"1.688.seq664.count:1"	0	1	354	0	0	0.21	0	0
"669"	"1.688.seq669.count:1"	0	1	347	0	0	0.16	0	0
"676"	"1.688.seq676.count:1"	0.5	1	358	0	0	0.14	0	0
"677"	"1.688.seq677.count:1"	0	1	351	0	0	0.15	0	0
"680"	"1.688.seq680.count:1"	0	1	356	0	0	0.21	0	0
"691"	"1.688.seq691.count:1"	0	1	359	0	0	0.11	0	0
"692"	"1.688.seq692.count:1"	0	1	358	0	0	0.71	0	0
"693"	"1.688.seq693.count:1"	0	1	345	0	0	0.76	0	0
"697"	"1.688.seq697.count:1"	0	1	342	0	0	0.18	0	0
"700"	"1.688.seq700.count:1"	0	1	334	0	0	0.33	0	0
"710"	"1.688.seq710.count:1"	0	1	362	0	0	0.02	0	0
"711"	"1.688.seq711.count:1"	0	1	364	0	0	0.06	0	0
"712"	"1.688.seq712.count:1"	0	1	351	0	0	1.47	0	0
"713"	"1.688.seq713.count:1"	0	1	358	0	0	0.14	0	0
"716"	"1.688.seq716.count:1"	0	1	356	0	0	0.03	0	0
"726"	"1.688.seq726.count:1"	0	1	352	0	0	0	0	NA
"730"	"1.688.seq730.count:1"	0	1	355	0	0	0.08	0	0
"733"	"1.688.seq733.count:1"	0.51	1	359	0	0	0.17	0	0
"747"	"1.688.seq747.count:1"	0.39	1	354	0	0	0.16	0	0
"752"	"1.688.seq752.count:1"	0	1	328	0	0	0.15	0	0
"755"	"1.688.seq755.count:1"	0	1	360	0	0	0	0	NA
"756"	"1.688.seq756.count:1"	0	1	350	0	0	1	0	0
"763"	"1.688.seq763.count:1"	0	1	352	0	0	0.04	0	0
"774"	"1.688.seq774.count:1"	0	1	347	0	0	0.36	0	0
"777"	"1.688.seq777.count:1"	0.16	1	346	0	0	0.1	0	0
"800"	"1.688.seq800.count:1"	0.16	1	345	0	0	0.04	0	0
"802"	"1.688.seq802.count:1"	0.38	1	354	0	0	0.16	0	0
"804"	"1.688.seq804.count:1"	0	1	362	0	0	0.17	0	0
"806"	"1.688.seq806.count:1"	0	1	356	0	0	0.17	0	0
"810"	"1.688.seq810.count:1"	0	1	341	0	0	0.08	0	0
"814"	"1.688.seq814.count:1"	0.36	1	354	0	0	0.16	0	0
"816"	"1.688.seq816.count:1"	0.44	1	354	0	0	0.15	0	0
"819"	"1.688.seq819.count:1"	0	1	361	0	0	0.08	0	0
"820"	"1.688.seq820.count:1"	0	1	351	0	0	0.04	0	0
"823"	"1.688.seq823.count:1"	0	1	354	0	0	0.15	0	0
"833"	"1.688.seq833.count:1"	0	1	359	0	0	0.62	0	0
"840"	"1.688.seq840.count:1"	0	1	338	0	0	0.14	0	0
"847"	"1.688.seq847.count:1"	0	1	358	0	0	0.04	0	0
"859"	"1.688.seq859.count:1"	0.04	1	351	0	0	0.15	0	0
"871"	"1.688.seq871.count:1"	0	1	343	0	0	0.4	0	0
"883"	"1.688.seq883.count:1"	0	1	355	0	0	0.01	0	0
"886"	"1.688.seq886.count:1"	0	1	325	0	0	0.12	0	0
"891"	"1.688.seq891.count:1"	0.2	1	359	0	0	0.15	0	0
"894"	"1.688.seq894.count:1"	0	1	322	0	0	0.11	0	0
"902"	"1.688.seq902.count:1"	0	1	341	0	0	0.15	0	0
"910"	"1.688.seq910.count:1"	0	1	351	0	0	0.14	0	0
"919"	"1.688.seq919.count:1"	0	1	338	0	0	0.12	0	0
"921"	"1.688.seq921.count:1"	0	1	359	0	0	0.19	0	0
"925"	"1.688.seq925.count:1"	0	1	351	0	0	0.02	0	0
"927"	"1.688.seq927.count:1"	0.48	1	359	0	0	0.13	0	0
"929"	"1.688.seq929.count:1"	0	1	353	0	0	0.25	0	0
"936"	"1.688.seq936.count:1"	0	1	352	0	0	0.03	0	0
"939"	"1.688.seq939.count:1"	0	1	259	0	0	0.8	0	0
"948"	"1.688.seq948.count:1"	0.08	1	337	0	0	0.1	0	0
"949"	"1.688.seq949.count:1"	0	1	345	0	0	0.46	0	0
"953"	"1.688.seq953.count:1"	0	1	343	0	0	0.02	0	0
"954"	"1.688.seq954.count:1"	0	1	353	0	0	0.08	0	0
"962"	"1.688.seq962.count:1"	0	1	360	0	0	0.04	0	0
"964"	"1.688.seq964.count:1"	0	1	361	0	0	0.23	0	0
"971"	"1.688.seq971.count:1"	0.51	1	360	0	0	0.09	0	0
"981"	"1.688.seq981.count:1"	0	1	257	0	0	0.92	0	0
"983"	"1.688.seq983.count:1"	0.03	1	345	0	0	0.16	0	0
"986"	"1.688.seq986.count:1"	0	1	362	0	0	0.01	0	0
"989"	"1.688.seq989.count:1"	0	1	361	0	0	0	0	NA
"992"	"1.688.seq992.count:1"	0	1	344	0	0	0.68	0	0
"997"	"1.688.seq997.count:1"	0	1	346	0	0	0.45	0	0
"1012"	"1.688.seq1012.count:1"	0	1	313	0	0	0.02	0	0
"1018"	"1.688.seq1018.count:1"	0	1	347	0	0	0.22	0	0
"1027"	"1.688.seq1027.count:1"	0	1	360	0	0	0.02	0	0
"1031"	"1.688.seq1031.count:1"	0	1	354	0	0	0	0	NA
"1033"	"1.688.seq1033.count:1"	0	1	358	0	0	0.24	0	0
"1038"	"1.688.seq1038.count:1"	0.05	1	348	0	0	0.89	0	0
"1043"	"1.688.seq1043.count:1"	0	1	356	0	0	0.12	0	0
"1044"	"1.688.seq1044.count:1"	0	1	356	0	0	0.15	0	0
"1054"	"1.688.seq1054.count:1"	0	1	363	0	0	0.09	0	0
"1061"	"1.688.seq1061.count:1"	0	1	334	0	0	0	0	NA
"1069"	"1.688.seq1069.count:1"	0	1	352	0	0	0.27	0	0
"1072"	"1.688.seq1072.count:1"	0	1	359	0	0	0.03	0	0
"1075"	"1.688.seq1075.count:1"	0	1	359	0	0	0.01	0	0
"1078"	"1.688.seq1078.count:1"	0	1	359	0	0	0.03	0	0
"1081"	"1.688.seq1081.count:1"	0	1	363	0	0	0.02	0	0
"1082"	"1.688.seq1082.count:1"	0	1	358	0	0	0.03	0	0
"1086"	"1.688.seq1086.count:1"	0	1	361	0	0	0.78	0	0
"1087"	"1.688.seq1087.count:1"	0	1	349	0	0	0.76	0	0
"1094"	"1.688.seq1094.count:1"	0	1	359	0	0	0.01	0	0
"1103"	"1.688.seq1103.count:1"	0	1	354	0	0	0.13	0	0
"1104"	"1.688.seq1104.count:1"	0	1	358	0	0	0.08	0	0
"1107"	"1.688.seq1107.count:1"	0.32	1	344	0	0	0.71	0	0
"1109"	"1.688.seq1109.count:1"	0	1	353	0	0	0.38	0	0
"1110"	"1.688.seq1110.count:1"	0	1	349	0	0	0.15	0	0
"1112"	"1.688.seq1112.count:1"	0	1	360	0	0	0.03	0	0
"1113"	"1.688.seq1113.count:1"	0	1	314	0	0	0	0	NA
"1116"	"1.688.seq1116.count:1"	0	1	360	0	0	0.02	0	0
"1122"	"1.688.seq1122.count:1"	0	1	361	0	0	0.72	0	0
"1126"	"1.688.seq1126.count:1"	0	1	304	0	0	0.11	0	0
"1133"	"1.688.seq1133.count:1"	0	1	352	0	0	0.05	0	0
"1134"	"1.688.seq1134.count:1"	0	1	360	0	0	0.01	0	0
"1137"	"1.688.seq1137.count:1"	0.13	1	359	0	0	0.18	0	0
"1145"	"1.688.seq1145.count:1"	0	1	352	0	0	0	0	NA
"1155"	"1.688.seq1155.count:1"	0	1	349	0	0	0.15	0	0
"1157"	"1.688.seq1157.count:1"	0	1	344	0	0	0.01	0	0
"1161"	"1.688.seq1161.count:1"	0	1	358	0	0	0.16	0	0
"1166"	"1.688.seq1166.count:1"	0	1	300	0	0	0.11	0	0
"1167"	"1.688.seq1167.count:1"	0	1	346	0	0	0.17	0	0
"1168"	"1.688.seq1168.count:1"	0	1	347	0	0	0.15	0	0
"1170"	"1.688.seq1170.count:1"	0.47	1	358	0	0	0.14	0	0
"1178"	"1.688.seq1178.count:1"	0	1	349	0	0	0.23	0	0
"1194"	"1.688.seq1194.count:1"	0	1	355	0	0	0.16	0	0
"1203"	"1.688.seq1203.count:1"	0.18	1	324	0	0	0.12	0	0
"1207"	"1.688.seq1207.count:1"	0	1	352	0	0	0.15	0	0
"1211"	"1.688.seq1211.count:1"	0	1	362	0	0	0.11	0	0
"1215"	"1.688.seq1215.count:1"	0	1	334	0	0	0.02	0	0
"1235"	"1.688.seq1235.count:1"	0.21	1	347	0	0	0.16	0	0
"1237"	"1.688.seq1237.count:1"	0.39	1	314	0	0	0.11	0	0
"1244"	"1.688.seq1244.count:1"	0	1	365	0	0	0.04	0	0
"1249"	"1.688.seq1249.count:1"	0.1	1	348	0	0	0.14	0	0
"1252"	"1.688.seq1252.count:1"	0	1	347	0	0	0.03	0	0
"1254"	"1.688.seq1254.count:1"	0	1	354	0	0	0.02	0	0
"1264"	"1.688.seq1264.count:1"	0	1	353	0	0	0.15	0	0
"1270"	"1.688.seq1270.count:1"	0.3	1	351	0	0	0.13	0	0
"1276"	"1.688.seq1276.count:1"	0	1	349	0	0	0.02	0	0
"1281"	"1.688.seq1281.count:1"	0	1	339	0	0	0.15	0	0
"1282"	"1.688.seq1282.count:1"	0	1	358	0	0	0.15	0	0
"1284"	"1.688.seq1284.count:1"	0	1	356	0	0	0.18	0	0
"1286"	"1.688.seq1286.count:1"	0	1	360	0	0	0.02	0	0
"1288"	"1.688.seq1288.count:1"	0	1	356	0	0	0.06	0	0
"1289"	"1.688.seq1289.count:1"	0	1	360	0	0	0.04	0	0
"1294"	"1.688.seq1294.count:1"	0	1	345	0	0	0.02	0	0
"1296"	"1.688.seq1296.count:1"	0.46	1	341	0	0	0.14	0	0
"1301"	"1.688.seq1301.count:1"	0	1	363	0	0	0.24	0	0
"1311"	"1.688.seq1311.count:1"	0	1	357	0	0	0.04	0	0
"1327"	"1.688.seq1327.count:1"	0	1	361	0	0	0.13	0	0
"1336"	"1.688.seq1336.count:1"	0	1	358	0	0	0.15	0	0
"1339"	"1.688.seq1339.count:1"	0	1	361	0	0	0	0	NA
"1341"	"1.688.seq1341.count:1"	0	1	359	0	0	0.03	0	0
"1342"	"1.688.seq1342.count:1"	0	1	358	0	0	0.07	0	0
"1345"	"1.688.seq1345.count:1"	0	1	360	0	0	0.11	0	0
"1358"	"1.688.seq1358.count:1"	0.27	1	256	0	0	0.72	0	0
"1359"	"1.688.seq1359.count:1"	0	1	358	0	0	0.03	0	0
"1361"	"1.688.seq1361.count:1"	0	1	341	0	0	0	0	NA
"1365"	"1.688.seq1365.count:1"	0	1	345	0	0	0.03	0	0
"1374"	"1.688.seq1374.count:1"	0	1	350	0	0	0.05	0	0
"1379"	"1.688.seq1379.count:1"	0	1	345	0	0	0.19	0	0
"1384"	"1.688.seq1384.count:1"	0	1	361	0	0	0.05	0	0
"1387"	"1.688.seq1387.count:1"	0	1	359	0	0	0.02	0	0
"1389"	"1.688.seq1389.count:1"	0	1	363	0	0	0.01	0	0
"1392"	"1.688.seq1392.count:1"	0	1	329	0	0	0.15	0	0
"1395"	"1.688.seq1395.count:1"	0	1	257	0	0	0.62	0	0
"1400"	"1.688.seq1400.count:1"	0	1	357	0	0	0.14	0	0
"1405"	"1.688.seq1405.count:1"	0	1	359	0	0	0.14	0	0
"1412"	"1.688.seq1412.count:1"	0	1	355	0	0	0.61	0	0
"1418"	"1.688.seq1418.count:1"	0	1	351	0	0	0.06	0	0
"1423"	"1.688.seq1423.count:1"	0	1	365	0	0	0	0	NA
"1429"	"1.688.seq1429.count:1"	0	1	359	0	0	0.15	0	0
