"repeats"	"read_count"	"num_annotations"	"num_bases"	"perc_reads"	"RPM"	"conRPM"	"ncountsRPM"	"nconRPM"
"655"	"1.688.seq655.count:1"	8	1	359	1e-05	0.08	0.91	0.08	0.0879120879120879
"666"	"1.688.seq666.count:1"	8.18	1	336	1e-05	0.08	0.47	0.08	0.170212765957447
"707"	"1.688.seq707.count:1"	8	1	352	1e-05	0.08	0.34	0.08	0.235294117647059
"722"	"1.688.seq722.count:1"	8	1	339	1e-05	0.08	0.69	0.08	0.115942028985507
"773"	"1.688.seq773.count:1"	8.21	1	350	1e-05	0.08	0.56	0.08	0.142857142857143
"778"	"1.688.seq778.count:1"	8	1	346	1e-05	0.08	0.39	0.08	0.205128205128205
"817"	"1.688.seq817.count:1"	8.23	1	360	1e-05	0.08	0.42	0.08	0.19047619047619
"838"	"1.688.seq838.count:1"	8	1	358	1e-05	0.08	0.09	0.08	0.888888888888889
"839"	"1.688.seq839.count:1"	8.65	1	354	1e-05	0.08	1.17	0.08	0.0683760683760684
"873"	"1.688.seq873.count:1"	8.07	1	359	1e-05	0.08	0.29	0.08	0.275862068965517
"905"	"1.688.seq905.count:1"	8	1	357	1e-05	0.08	0.02	0.08	4
"933"	"1.688.seq933.count:1"	8.85	1	360	1e-05	0.08	0.17	0.08	0.470588235294118
"970"	"1.688.seq970.count:1"	7.99	1	345	1e-05	0.08	0.29	0.08	0.275862068965517
"991"	"1.688.seq991.count:1"	8.04	1	312	1e-05	0.08	0.09	0.08	0.888888888888889
"1001"	"1.688.seq1001.count:1"	8	1	241	1e-05	0.08	0.73	0.08	0.10958904109589
"1030"	"1.688.seq1030.count:1"	8.67	1	359	1e-05	0.08	0.26	0.08	0.307692307692308
"1051"	"1.688.seq1051.count:1"	8	1	351	1e-05	0.08	0.07	0.08	1.14285714285714
"1076"	"1.688.seq1076.count:1"	8	1	347	1e-05	0.08	0.04	0.08	2
"1085"	"1.688.seq1085.count:1"	8	1	352	1e-05	0.08	0.03	0.08	2.66666666666667
"1093"	"1.688.seq1093.count:1"	8.69	1	359	1e-05	0.08	0.18	0.08	0.444444444444444
"1131"	"1.688.seq1131.count:1"	8	1	359	1e-05	0.08	0.68	0.08	0.117647058823529
"1143"	"1.688.seq1143.count:1"	8.14	1	360	1e-05	0.08	0.29	0.08	0.275862068965517
"1174"	"1.688.seq1174.count:1"	8.46	1	353	1e-05	0.08	0.9	0.08	0.0888888888888889
"1220"	"1.688.seq1220.count:1"	8	1	319	1e-05	0.08	0.48	0.08	0.166666666666667
"1243"	"1.688.seq1243.count:1"	8.32	1	363	1e-05	0.08	0.41	0.08	0.195121951219512
"1302"	"1.688.seq1302.count:1"	8.39	1	350	1e-05	0.08	0.05	0.08	1.6
"1305"	"1.688.seq1305.count:1"	8.06	1	353	1e-05	0.08	0.27	0.08	0.296296296296296
"1321"	"1.688.seq1321.count:1"	8	1	350	1e-05	0.08	1.77	0.08	0.0451977401129944
"1363"	"1.688.seq1363.count:1"	8	1	356	1e-05	0.08	0.3	0.08	0.266666666666667
"1391"	"1.688.seq1391.count:1"	8	1	352	1e-05	0.08	0.06	0.08	1.33333333333333
"1414"	"1.688.seq1414.count:1"	8	1	345	1e-05	0.08	0.45	0.08	0.177777777777778
"144"	"1.688.seq144.count:2"	7.27	2	710	1e-05	0.07	0.3	0.035	0.233333333333333
"229"	"1.688.seq229.count:1"	7.17	1	353	1e-05	0.07	0.1	0.07	0.7
"277"	"1.688.seq277.count:1"	7.21	1	357	1e-05	0.07	0.21	0.07	0.333333333333333
"322"	"1.688.seq322.count:1"	7.71	1	258	1e-05	0.07	0.26	0.07	0.269230769230769
"367"	"1.688.seq367.count:1"	7.08	1	359	1e-05	0.07	0.16	0.07	0.4375
"371"	"1.688.seq371.count:1"	7.35	1	357	1e-05	0.07	0.17	0.07	0.411764705882353
"426"	"1.688.seq426.count:1"	7.52	1	352	1e-05	0.07	0.16	0.07	0.4375
"440"	"1.688.seq440.count:1"	7.69	1	358	1e-05	0.07	0.04	0.07	1.75
"478"	"1.688.seq478.count:1"	6.9	1	355	1e-05	0.07	0.33	0.07	0.212121212121212
"498"	"1.688.seq498.count:1"	7.57	1	350	1e-05	0.07	0.58	0.07	0.120689655172414
"544"	"1.688.seq544.count:1"	7.6	1	350	1e-05	0.07	0.57	0.07	0.12280701754386
"592"	"1.688.seq592.count:1"	6.98	1	358	1e-05	0.07	0.56	0.07	0.125
"616"	"1.688.seq616.count:1"	7.65	1	360	1e-05	0.07	0.46	0.07	0.152173913043478
"641"	"1.688.seq641.count:1"	7.51	1	361	1e-05	0.07	0.86	0.07	0.0813953488372093
"665"	"1.688.seq665.count:1"	7.2	1	356	1e-05	0.07	0.18	0.07	0.388888888888889
"705"	"1.688.seq705.count:1"	7.04	1	346	1e-05	0.07	0.05	0.07	1.4
"884"	"1.688.seq884.count:1"	7.73	1	357	1e-05	0.07	0.14	0.07	0.5
"942"	"1.688.seq942.count:1"	7.73	1	361	1e-05	0.07	1.76	0.07	0.0397727272727273
"1008"	"1.688.seq1008.count:1"	7.44	1	360	1e-05	0.07	0.13	0.07	0.538461538461539
"1034"	"1.688.seq1034.count:1"	7.59	1	361	1e-05	0.07	0.9	0.07	0.0777777777777778
"1159"	"1.688.seq1159.count:1"	6.79	1	350	1e-05	0.07	1.13	0.07	0.0619469026548673
"1173"	"1.688.seq1173.count:1"	7.35	1	354	1e-05	0.07	1.37	0.07	0.0510948905109489
"1190"	"1.688.seq1190.count:1"	7.58	1	359	1e-05	0.07	0.18	0.07	0.388888888888889
"1202"	"1.688.seq1202.count:1"	7.67	1	312	1e-05	0.07	0.04	0.07	1.75
"1212"	"1.688.seq1212.count:1"	7.4	1	358	1e-05	0.07	0.16	0.07	0.4375
"1224"	"1.688.seq1224.count:1"	7.35	1	351	1e-05	0.07	1.59	0.07	0.0440251572327044
"1312"	"1.688.seq1312.count:1"	7.73	1	362	1e-05	0.07	0.04	0.07	1.75
"1413"	"1.688.seq1413.count:1"	6.87	1	363	1e-05	0.07	0.04	0.07	1.75
"1425"	"1.688.seq1425.count:1"	7.47	1	348	1e-05	0.07	0.16	0.07	0.4375
"111"	"1.688.seq111.count:2"	6.12	2	716	1e-05	0.06	0.24	0.03	0.25
"149"	"1.688.seq149.count:2"	6.68	2	702	1e-05	0.06	0.28	0.03	0.214285714285714
"188"	"1.688.seq188.count:1"	6.6	1	359	1e-05	0.06	0.07	0.06	0.857142857142857
"208"	"1.688.seq208.count:1"	6.43	1	359	1e-05	0.06	0.69	0.06	0.0869565217391304
"217"	"1.688.seq217.count:1"	6.19	1	364	1e-05	0.06	0.4	0.06	0.15
"343"	"1.688.seq343.count:1"	6.23	1	359	1e-05	0.06	0.14	0.06	0.428571428571428
"350"	"1.688.seq350.count:1"	6.52	1	343	1e-05	0.06	0.75	0.06	0.08
"352"	"1.688.seq352.count:1"	6.13	1	361	1e-05	0.06	0.25	0.06	0.24
"384"	"1.688.seq384.count:1"	5.75	1	352	1e-05	0.06	3.08	0.06	0.0194805194805195
"409"	"1.688.seq409.count:1"	5.87	1	360	1e-05	0.06	0.81	0.06	0.0740740740740741
"523"	"1.688.seq523.count:1"	6.15	1	361	1e-05	0.06	0.04	0.06	1.5
"541"	"1.688.seq541.count:1"	5.95	1	240	1e-05	0.06	0.6	0.06	0.1
"598"	"1.688.seq598.count:1"	5.97	1	361	1e-05	0.06	0.4	0.06	0.15
"631"	"1.688.seq631.count:1"	6.01	1	335	1e-05	0.06	0.16	0.06	0.375
"634"	"1.688.seq634.count:1"	6.65	1	359	1e-05	0.06	0.14	0.06	0.428571428571428
"657"	"1.688.seq657.count:1"	6.64	1	359	1e-05	0.06	0.04	0.06	1.5
"724"	"1.688.seq724.count:1"	6.65	1	334	1e-05	0.06	0.11	0.06	0.545454545454545
"731"	"1.688.seq731.count:1"	5.89	1	356	1e-05	0.06	0.21	0.06	0.285714285714286
"750"	"1.688.seq750.count:1"	6.39	1	357	1e-05	0.06	0.74	0.06	0.0810810810810811
"851"	"1.688.seq851.count:1"	5.82	1	351	1e-05	0.06	0.09	0.06	0.666666666666667
"904"	"1.688.seq904.count:1"	6.48	1	358	1e-05	0.06	0.04	0.06	1.5
"914"	"1.688.seq914.count:1"	6.72	1	359	1e-05	0.06	0.73	0.06	0.0821917808219178
"920"	"1.688.seq920.count:1"	6.14	1	353	1e-05	0.06	0.13	0.06	0.461538461538462
"923"	"1.688.seq923.count:1"	6.5	1	359	1e-05	0.06	1.63	0.06	0.0368098159509202
"934"	"1.688.seq934.count:1"	6.32	1	359	1e-05	0.06	0.45	0.06	0.133333333333333
"938"	"1.688.seq938.count:1"	6.34	1	353	1e-05	0.06	0.35	0.06	0.171428571428571
"944"	"1.688.seq944.count:1"	6.58	1	314	1e-05	0.06	0.13	0.06	0.461538461538462
"980"	"1.688.seq980.count:1"	6.52	1	362	1e-05	0.06	0.27	0.06	0.222222222222222
"1127"	"1.688.seq1127.count:1"	5.86	1	359	1e-05	0.06	0.12	0.06	0.5
"1149"	"1.688.seq1149.count:1"	6.75	1	348	1e-05	0.06	0.41	0.06	0.146341463414634
"1162"	"1.688.seq1162.count:1"	6.11	1	350	1e-05	0.06	0.56	0.06	0.107142857142857
"1216"	"1.688.seq1216.count:1"	5.83	1	360	1e-05	0.06	0.27	0.06	0.222222222222222
"1238"	"1.688.seq1238.count:1"	5.84	1	343	1e-05	0.06	0.49	0.06	0.122448979591837
"1364"	"1.688.seq1364.count:1"	6.15	1	327	1e-05	0.06	0.23	0.06	0.260869565217391
"1368"	"1.688.seq1368.count:1"	6.71	1	351	1e-05	0.06	0.31	0.06	0.193548387096774
"218"	"1.688.seq218.count:1"	5.09	1	355	0	0.05	0.12	0.05	0.416666666666667
"221"	"1.688.seq221.count:1"	4.85	1	360	0	0.05	0.3	0.05	0.166666666666667
"250"	"1.688.seq250.count:1"	5.73	1	359	1e-05	0.05	0.12	0.05	0.416666666666667
"263"	"1.688.seq263.count:1"	5.34	1	346	1e-05	0.05	0.13	0.05	0.384615384615385
"301"	"1.688.seq301.count:1"	5.13	1	352	0	0.05	0.2	0.05	0.25
"329"	"1.688.seq329.count:1"	5.66	1	313	1e-05	0.05	0.14	0.05	0.357142857142857
"428"	"1.688.seq428.count:1"	5.25	1	332	1e-05	0.05	1.41	0.05	0.0354609929078014
"481"	"1.688.seq481.count:1"	5.49	1	312	1e-05	0.05	0.07	0.05	0.714285714285714
"495"	"1.688.seq495.count:1"	4.83	1	353	0	0.05	0.39	0.05	0.128205128205128
"517"	"1.688.seq517.count:1"	5.64	1	312	1e-05	0.05	0.12	0.05	0.416666666666667
"754"	"1.688.seq754.count:1"	5.27	1	357	1e-05	0.05	0.12	0.05	0.416666666666667
"775"	"1.688.seq775.count:1"	4.72	1	345	0	0.05	1.07	0.05	0.0467289719626168
"789"	"1.688.seq789.count:1"	5.44	1	360	1e-05	0.05	0.28	0.05	0.178571428571429
"796"	"1.688.seq796.count:1"	5.35	1	360	1e-05	0.05	0.17	0.05	0.294117647058824
"808"	"1.688.seq808.count:1"	5.61	1	360	1e-05	0.05	0.55	0.05	0.0909090909090909
"831"	"1.688.seq831.count:1"	5.56	1	360	1e-05	0.05	0.64	0.05	0.078125
"907"	"1.688.seq907.count:1"	4.88	1	359	0	0.05	0.65	0.05	0.0769230769230769
"940"	"1.688.seq940.count:1"	4.97	1	345	0	0.05	0.14	0.05	0.357142857142857
"1015"	"1.688.seq1015.count:1"	5.09	1	356	0	0.05	0.13	0.05	0.384615384615385
"1024"	"1.688.seq1024.count:1"	4.95	1	361	0	0.05	0.16	0.05	0.3125
"1077"	"1.688.seq1077.count:1"	5.2	1	367	0	0.05	0.06	0.05	0.833333333333333
"1089"	"1.688.seq1089.count:1"	5.59	1	350	1e-05	0.05	0.02	0.05	2.5
"1090"	"1.688.seq1090.count:1"	5.12	1	303	0	0.05	0.14	0.05	0.357142857142857
"1102"	"1.688.seq1102.count:1"	5.72	1	358	1e-05	0.05	0.58	0.05	0.0862068965517241
"1125"	"1.688.seq1125.count:1"	5.45	1	362	1e-05	0.05	0.63	0.05	0.0793650793650794
"1232"	"1.688.seq1232.count:1"	5	1	363	0	0.05	0.15	0.05	0.333333333333333
"1241"	"1.688.seq1241.count:1"	5.31	1	320	1e-05	0.05	0.11	0.05	0.454545454545455
"1261"	"1.688.seq1261.count:1"	4.83	1	359	0	0.05	1.13	0.05	0.0442477876106195
"1271"	"1.688.seq1271.count:1"	4.69	1	348	0	0.05	0.14	0.05	0.357142857142857
"1279"	"1.688.seq1279.count:1"	5.3	1	351	1e-05	0.05	0.05	0.05	1
"1287"	"1.688.seq1287.count:1"	5.37	1	356	1e-05	0.05	0.23	0.05	0.217391304347826
"1334"	"1.688.seq1334.count:1"	5.71	1	361	1e-05	0.05	0.58	0.05	0.0862068965517241
"1366"	"1.688.seq1366.count:1"	5.23	1	362	1e-05	0.05	0.19	0.05	0.263157894736842
"1370"	"1.688.seq1370.count:1"	5.57	1	313	1e-05	0.05	0.07	0.05	0.714285714285714
"1381"	"1.688.seq1381.count:1"	5.57	1	354	1e-05	0.05	0.31	0.05	0.161290322580645
"1422"	"1.688.seq1422.count:1"	4.83	1	331	0	0.05	0.85	0.05	0.0588235294117647
"155"	"1.688.seq155.count:2"	3.89	2	624	0	0.04	0.1	0.02	0.4
"204"	"1.688.seq204.count:1"	3.97	1	361	0	0.04	0.33	0.04	0.121212121212121
"226"	"1.688.seq226.count:1"	3.68	1	346	0	0.04	0.15	0.04	0.266666666666667
"233"	"1.688.seq233.count:1"	3.72	1	345	0	0.04	0.94	0.04	0.0425531914893617
"284"	"1.688.seq284.count:1"	4.19	1	348	0	0.04	0.31	0.04	0.129032258064516
"300"	"1.688.seq300.count:1"	3.86	1	357	0	0.04	0.11	0.04	0.363636363636364
"339"	"1.688.seq339.count:1"	3.96	1	337	0	0.04	0.14	0.04	0.285714285714286
"361"	"1.688.seq361.count:1"	4.65	1	348	0	0.04	0.15	0.04	0.266666666666667
"473"	"1.688.seq473.count:1"	3.89	1	357	0	0.04	0.05	0.04	0.8
"579"	"1.688.seq579.count:1"	4.28	1	356	0	0.04	0.19	0.04	0.210526315789474
"601"	"1.688.seq601.count:1"	4.41	1	257	0	0.04	0.66	0.04	0.0606060606060606
"622"	"1.688.seq622.count:1"	4.31	1	349	0	0.04	0.49	0.04	0.0816326530612245
"623"	"1.688.seq623.count:1"	4.48	1	360	0	0.04	0.41	0.04	0.0975609756097561
"689"	"1.688.seq689.count:1"	4	1	361	0	0.04	0.04	0.04	1
"698"	"1.688.seq698.count:1"	4	1	358	0	0.04	0.07	0.04	0.571428571428571
"749"	"1.688.seq749.count:1"	4	1	351	0	0.04	0.04	0.04	1
"757"	"1.688.seq757.count:1"	4	1	359	0	0.04	0.64	0.04	0.0625
"829"	"1.688.seq829.count:1"	3.89	1	359	0	0.04	0.16	0.04	0.25
"837"	"1.688.seq837.count:1"	3.87	1	346	0	0.04	0.14	0.04	0.285714285714286
"870"	"1.688.seq870.count:1"	3.66	1	355	0	0.04	0.12	0.04	0.333333333333333
"898"	"1.688.seq898.count:1"	4.29	1	363	0	0.04	0.47	0.04	0.0851063829787234
"911"	"1.688.seq911.count:1"	4.43	1	359	0	0.04	0.16	0.04	0.25
"926"	"1.688.seq926.count:1"	4	1	347	0	0.04	0.25	0.04	0.16
"972"	"1.688.seq972.count:1"	4.22	1	355	0	0.04	0.12	0.04	0.333333333333333
"982"	"1.688.seq982.count:1"	4	1	347	0	0.04	0.43	0.04	0.0930232558139535
"1047"	"1.688.seq1047.count:1"	4.29	1	328	0	0.04	0.12	0.04	0.333333333333333
"1101"	"1.688.seq1101.count:1"	3.69	1	352	0	0.04	0.46	0.04	0.0869565217391304
"1115"	"1.688.seq1115.count:1"	4.47	1	356	0	0.04	0.11	0.04	0.363636363636364
"1182"	"1.688.seq1182.count:1"	4.28	1	359	0	0.04	0.16	0.04	0.25
"1267"	"1.688.seq1267.count:1"	3.82	1	312	0	0.04	0.08	0.04	0.5
"1290"	"1.688.seq1290.count:1"	3.83	1	358	0	0.04	0.13	0.04	0.307692307692308
"1304"	"1.688.seq1304.count:1"	4.19	1	363	0	0.04	0.55	0.04	0.0727272727272727
"1340"	"1.688.seq1340.count:1"	4	1	360	0	0.04	0.16	0.04	0.25
"1343"	"1.688.seq1343.count:1"	4	1	360	0	0.04	0.07	0.04	0.571428571428571
"1344"	"1.688.seq1344.count:1"	4	1	348	0	0.04	1.04	0.04	0.0384615384615385
"1353"	"1.688.seq1353.count:1"	4.23	1	354	0	0.04	0.06	0.04	0.666666666666667
"1354"	"1.688.seq1354.count:1"	4	1	259	0	0.04	0.74	0.04	0.0540540540540541
"1372"	"1.688.seq1372.count:1"	4	1	359	0	0.04	0.14	0.04	0.285714285714286
"115"	"1.688.seq115.count:2"	3.01	2	688	0	0.03	0.77	0.015	0.038961038961039
"200"	"1.688.seq200.count:1"	3.51	1	357	0	0.03	0.14	0.03	0.214285714285714
"228"	"1.688.seq228.count:1"	2.85	1	354	0	0.03	0.25	0.03	0.12
"268"	"1.688.seq268.count:1"	3.15	1	346	0	0.03	0.1	0.03	0.3
"342"	"1.688.seq342.count:1"	3.54	1	350	0	0.03	0.15	0.03	0.2
"347"	"1.688.seq347.count:1"	3.34	1	353	0	0.03	0.15	0.03	0.2
"414"	"1.688.seq414.count:1"	2.8	1	334	0	0.03	0.18	0.03	0.166666666666667
"450"	"1.688.seq450.count:1"	2.95	1	353	0	0.03	0.14	0.03	0.214285714285714
"475"	"1.688.seq475.count:1"	3.5	1	351	0	0.03	0.13	0.03	0.230769230769231
"482"	"1.688.seq482.count:1"	2.96	1	333	0	0.03	0.15	0.03	0.2
"508"	"1.688.seq508.count:1"	3.58	1	359	0	0.03	0.17	0.03	0.176470588235294
"509"	"1.688.seq509.count:1"	2.62	1	354	0	0.03	0.13	0.03	0.230769230769231
"511"	"1.688.seq511.count:1"	2.82	1	334	0	0.03	0.13	0.03	0.230769230769231
"537"	"1.688.seq537.count:1"	3.41	1	355	0	0.03	0.12	0.03	0.25
"538"	"1.688.seq538.count:1"	2.88	1	314	0	0.03	0.4	0.03	0.075
"554"	"1.688.seq554.count:1"	3.09	1	354	0	0.03	0.31	0.03	0.0967741935483871
"580"	"1.688.seq580.count:1"	3.24	1	355	0	0.03	0.76	0.03	0.0394736842105263
"583"	"1.688.seq583.count:1"	2.95	1	360	0	0.03	0.19	0.03	0.157894736842105
"629"	"1.688.seq629.count:1"	3	1	342	0	0.03	0.13	0.03	0.230769230769231
"647"	"1.688.seq647.count:1"	2.99	1	346	0	0.03	0.38	0.03	0.0789473684210526
"699"	"1.688.seq699.count:1"	2.89	1	355	0	0.03	0.15	0.03	0.2
"729"	"1.688.seq729.count:1"	2.83	1	357	0	0.03	0.16	0.03	0.1875
"782"	"1.688.seq782.count:1"	2.62	1	324	0	0.03	0.14	0.03	0.214285714285714
"798"	"1.688.seq798.count:1"	3.57	1	346	0	0.03	0.13	0.03	0.230769230769231
"862"	"1.688.seq862.count:1"	3.34	1	355	0	0.03	0.15	0.03	0.2
"872"	"1.688.seq872.count:1"	3.3	1	360	0	0.03	0.25	0.03	0.12
"901"	"1.688.seq901.count:1"	3.17	1	320	0	0.03	0.5	0.03	0.06
"979"	"1.688.seq979.count:1"	2.93	1	352	0	0.03	0.23	0.03	0.130434782608696
"1000"	"1.688.seq1000.count:1"	3.01	1	359	0	0.03	0.15	0.03	0.2
"1056"	"1.688.seq1056.count:1"	3.13	1	351	0	0.03	0.15	0.03	0.2
"1068"	"1.688.seq1068.count:1"	3.23	1	347	0	0.03	0.1	0.03	0.3
"1079"	"1.688.seq1079.count:1"	3.07	1	337	0	0.03	0.13	0.03	0.230769230769231
"1084"	"1.688.seq1084.count:1"	3.28	1	312	0	0.03	0.1	0.03	0.3
"1120"	"1.688.seq1120.count:1"	3.63	1	358	0	0.03	0.13	0.03	0.230769230769231
"1124"	"1.688.seq1124.count:1"	2.66	1	358	0	0.03	0.07	0.03	0.428571428571428
"1179"	"1.688.seq1179.count:1"	2.79	1	344	0	0.03	0.15	0.03	0.2
"1187"	"1.688.seq1187.count:1"	2.79	1	312	0	0.03	0.25	0.03	0.12
"1189"	"1.688.seq1189.count:1"	2.88	1	354	0	0.03	0.12	0.03	0.25
"1226"	"1.688.seq1226.count:1"	2.76	1	356	0	0.03	0.16	0.03	0.1875
"1239"	"1.688.seq1239.count:1"	2.72	1	358	0	0.03	0.18	0.03	0.166666666666667
"1245"	"1.688.seq1245.count:1"	3.59	1	259	0	0.03	0.63	0.03	0.0476190476190476
"1257"	"1.688.seq1257.count:1"	2.91	1	352	0	0.03	0.25	0.03	0.12
"1313"	"1.688.seq1313.count:1"	2.8	1	345	0	0.03	0.05	0.03	0.6
"1362"	"1.688.seq1362.count:1"	3.23	1	359	0	0.03	0.14	0.03	0.214285714285714
"1382"	"1.688.seq1382.count:1"	3	1	357	0	0.03	0.14	0.03	0.214285714285714
"1390"	"1.688.seq1390.count:1"	2.86	1	333	0	0.03	0.13	0.03	0.230769230769231
"1396"	"1.688.seq1396.count:1"	3.04	1	358	0	0.03	0.2	0.03	0.15
"59"	"1.688.seq59.count:3"	1.81	3	1038	0	0.02	1.67	0.00666666666666667	0.0119760479041916
"148"	"1.688.seq148.count:2"	1.73	2	690	0	0.02	1	0.01	0.02
"225"	"1.688.seq225.count:1"	2	1	341	0	0.02	0.15	0.02	0.133333333333333
"230"	"1.688.seq230.count:1"	2.27	1	242	0	0.02	0.41	0.02	0.0487804878048781
"256"	"1.688.seq256.count:1"	1.66	1	348	0	0.02	0.15	0.02	0.133333333333333
"276"	"1.688.seq276.count:1"	2.41	1	349	0	0.02	0.1	0.02	0.2
"279"	"1.688.seq279.count:1"	2.59	1	356	0	0.02	0.17	0.02	0.117647058823529
"316"	"1.688.seq316.count:1"	2.54	1	259	0	0.02	0.7	0.02	0.0285714285714286
"319"	"1.688.seq319.count:1"	2.18	1	315	0	0.02	0.12	0.02	0.166666666666667
"337"	"1.688.seq337.count:1"	1.97	1	363	0	0.02	0.9	0.02	0.0222222222222222
"346"	"1.688.seq346.count:1"	2.4	1	349	0	0.02	0.16	0.02	0.125
"396"	"1.688.seq396.count:1"	1.68	1	359	0	0.02	0.15	0.02	0.133333333333333
"400"	"1.688.seq400.count:1"	2.19	1	355	0	0.02	0.13	0.02	0.153846153846154
"503"	"1.688.seq503.count:1"	2.43	1	335	0	0.02	0.15	0.02	0.133333333333333
"532"	"1.688.seq532.count:1"	2.18	1	326	0	0.02	0.11	0.02	0.181818181818182
"555"	"1.688.seq555.count:1"	2	1	341	0	0.02	0.13	0.02	0.153846153846154
"567"	"1.688.seq567.count:1"	2.36	1	354	0	0.02	0.12	0.02	0.166666666666667
"604"	"1.688.seq604.count:1"	1.76	1	357	0	0.02	0.13	0.02	0.153846153846154
"605"	"1.688.seq605.count:1"	2.33	1	335	0	0.02	0.13	0.02	0.153846153846154
"636"	"1.688.seq636.count:1"	2.09	1	338	0	0.02	0.14	0.02	0.142857142857143
"653"	"1.688.seq653.count:1"	1.77	1	358	0	0.02	0.56	0.02	0.0357142857142857
"674"	"1.688.seq674.count:1"	1.58	1	357	0	0.02	0.18	0.02	0.111111111111111
"794"	"1.688.seq794.count:1"	2.09	1	358	0	0.02	0.16	0.02	0.125
"801"	"1.688.seq801.count:1"	2.31	1	359	0	0.02	0.15	0.02	0.133333333333333
"876"	"1.688.seq876.count:1"	1.83	1	339	0	0.02	0.15	0.02	0.133333333333333
"889"	"1.688.seq889.count:1"	1.81	1	339	0	0.02	0.12	0.02	0.166666666666667
"890"	"1.688.seq890.count:1"	1.79	1	312	0	0.02	0.09	0.02	0.222222222222222
"924"	"1.688.seq924.count:1"	2.58	1	339	0	0.02	0.59	0.02	0.0338983050847458
"950"	"1.688.seq950.count:1"	2.17	1	335	0	0.02	0.15	0.02	0.133333333333333
"963"	"1.688.seq963.count:1"	1.79	1	355	0	0.02	0.18	0.02	0.111111111111111
"973"	"1.688.seq973.count:1"	1.63	1	350	0	0.02	0.19	0.02	0.105263157894737
"988"	"1.688.seq988.count:1"	2.18	1	343	0	0.02	0	0.02	Inf
"1025"	"1.688.seq1025.count:1"	1.85	1	328	0	0.02	0.15	0.02	0.133333333333333
"1032"	"1.688.seq1032.count:1"	1.85	1	359	0	0.02	0.16	0.02	0.125
"1062"	"1.688.seq1062.count:1"	2.19	1	351	0	0.02	0.09	0.02	0.222222222222222
"1063"	"1.688.seq1063.count:1"	2.18	1	350	0	0.02	0.14	0.02	0.142857142857143
"1117"	"1.688.seq1117.count:1"	1.99	1	311	0	0.02	0.76	0.02	0.0263157894736842
"1160"	"1.688.seq1160.count:1"	1.8	1	341	0	0.02	0.33	0.02	0.0606060606060606
"1177"	"1.688.seq1177.count:1"	2.15	1	352	0	0.02	0.14	0.02	0.142857142857143
"1196"	"1.688.seq1196.count:1"	2	1	365	0	0.02	0.15	0.02	0.133333333333333
"1222"	"1.688.seq1222.count:1"	2.03	1	354	0	0.02	0.16	0.02	0.125
"1228"	"1.688.seq1228.count:1"	2.06	1	323	0	0.02	0.12	0.02	0.166666666666667
"1273"	"1.688.seq1273.count:1"	1.83	1	350	0	0.02	0.52	0.02	0.0384615384615385
"1280"	"1.688.seq1280.count:1"	1.77	1	344	0	0.02	0.12	0.02	0.166666666666667
"1337"	"1.688.seq1337.count:1"	2	1	357	0	0.02	0.14	0.02	0.142857142857143
"1371"	"1.688.seq1371.count:1"	2.08	1	360	0	0.02	0.09	0.02	0.222222222222222
"1380"	"1.688.seq1380.count:1"	2	1	350	0	0.02	0.13	0.02	0.153846153846154
"1403"	"1.688.seq1403.count:1"	2.13	1	320	0	0.02	0.13	0.02	0.153846153846154
"193"	"1.688.seq193.count:1"	0.79	1	334	0	0.01	0.13	0.01	0.0769230769230769
"206"	"1.688.seq206.count:1"	1	1	346	0	0.01	0.14	0.01	0.0714285714285714
"216"	"1.688.seq216.count:1"	0.63	1	356	0	0.01	0.12	0.01	0.0833333333333333
"239"	"1.688.seq239.count:1"	1.27	1	336	0	0.01	0.12	0.01	0.0833333333333333
"240"	"1.688.seq240.count:1"	1.37	1	358	0	0.01	0.15	0.01	0.0666666666666667
"242"	"1.688.seq242.count:1"	0.78	1	307	0	0.01	0.11	0.01	0.0909090909090909
"243"	"1.688.seq243.count:1"	0.75	1	341	0	0.01	0.17	0.01	0.0588235294117647
"266"	"1.688.seq266.count:1"	1.01	1	362	0	0.01	0.36	0.01	0.0277777777777778
"267"	"1.688.seq267.count:1"	0.59	1	360	0	0.01	0.16	0.01	0.0625
"270"	"1.688.seq270.count:1"	0.56	1	313	0	0.01	0.14	0.01	0.0714285714285714
"298"	"1.688.seq298.count:1"	0.77	1	343	0	0.01	0.14	0.01	0.0714285714285714
"305"	"1.688.seq305.count:1"	1.23	1	352	0	0.01	0	0.01	Inf
"312"	"1.688.seq312.count:1"	1.08	1	348	0	0.01	0.14	0.01	0.0714285714285714
"315"	"1.688.seq315.count:1"	1	1	358	0	0.01	0.14	0.01	0.0714285714285714
"324"	"1.688.seq324.count:1"	0.89	1	361	0	0.01	0.14	0.01	0.0714285714285714
"331"	"1.688.seq331.count:1"	0.64	1	357	0	0.01	0.12	0.01	0.0833333333333333
"376"	"1.688.seq376.count:1"	1.18	1	323	0	0.01	0.11	0.01	0.0909090909090909
"378"	"1.688.seq378.count:1"	0.88	1	348	0	0.01	0.19	0.01	0.0526315789473684
"391"	"1.688.seq391.count:1"	1	1	353	0	0.01	0.17	0.01	0.0588235294117647
"404"	"1.688.seq404.count:1"	0.56	1	341	0	0.01	0.14	0.01	0.0714285714285714
"416"	"1.688.seq416.count:1"	0.97	1	350	0	0.01	0.14	0.01	0.0714285714285714
